h 	 pve 	 rho 	 pge 	 pi 	 n_gamma
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.950552e-01	9.773462e-01	9.851283e-01	9.517737e-01	6.731205e-03	10	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.987780e-01	9.936883e-01	9.871389e-01	9.475701e-01	6.925502e-03	11	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.982975e-01	9.834310e-01	9.918943e-01	9.477826e-01	6.996904e-03	12	
9.928742e-01	9.465102e-01	9.983865e-01	9.859427e-01	6.800352e-03	11	
9.928742e-01	9.465102e-01	9.983865e-01	9.859427e-01	6.800352e-03	11	
9.928742e-01	9.465102e-01	9.983865e-01	9.859427e-01	6.800352e-03	11	
9.928742e-01	9.465102e-01	9.983865e-01	9.859427e-01	6.800352e-03	11	
9.928742e-01	9.465102e-01	9.983865e-01	9.859427e-01	6.800352e-03	11	
9.862092e-01	9.202785e-01	9.982869e-01	9.914964e-01	6.533401e-03	10	
9.862092e-01	9.202785e-01	9.982869e-01	9.914964e-01	6.533401e-03	10	
9.862092e-01	9.202785e-01	9.982869e-01	9.914964e-01	6.533401e-03	10	
9.862092e-01	9.202785e-01	9.982869e-01	9.914964e-01	6.533401e-03	10	
9.862092e-01	9.202785e-01	9.982869e-01	9.914964e-01	6.533401e-03	10	
9.862092e-01	9.202785e-01	9.982869e-01	9.914964e-01	6.533401e-03	10	
9.862092e-01	9.202785e-01	9.982869e-01	9.914964e-01	6.533401e-03	10	
9.862092e-01	9.202785e-01	9.982869e-01	9.914964e-01	6.533401e-03	10	
9.862092e-01	9.202785e-01	9.982869e-01	9.914964e-01	6.533401e-03	10	
9.862092e-01	9.202785e-01	9.982869e-01	9.914964e-01	6.533401e-03	10	
9.862092e-01	9.202785e-01	9.982869e-01	9.914964e-01	6.533401e-03	10	
9.914322e-01	9.543442e-01	9.911401e-01	9.548681e-01	6.737118e-03	9	
9.914322e-01	9.543442e-01	9.911401e-01	9.548681e-01	6.737118e-03	9	
9.914322e-01	9.543442e-01	9.911401e-01	9.548681e-01	6.737118e-03	9	
9.914322e-01	9.543442e-01	9.911401e-01	9.548681e-01	6.737118e-03	9	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
9.916189e-01	9.358164e-01	9.993372e-01	9.973798e-01	6.706879e-03	10	
