h 	 pve 	 rho 	 pge 	 pi 	 n_gamma
2.449526e-02	1.324929e-02	8.591490e-01	7.521653e-01	2.285589e-02	31	
4.864031e-02	2.175362e-02	5.820175e-01	1.510845e-01	1.641536e-02	26	
4.900177e-01	1.550491e-01	9.787056e-01	8.707214e-01	1.690387e-02	23	
3.746747e-01	2.253741e-01	4.619815e-01	1.090694e-01	2.136922e-02	25	
4.064934e-01	2.471544e-01	6.262210e-01	1.409563e-01	2.070407e-02	24	
6.143735e-03	3.985619e-04	9.663966e-01	6.508823e-01	1.546454e-02	18	
2.244357e-01	1.242902e-01	3.022678e-01	4.698324e-02	1.290432e-02	17	
3.343746e-01	3.455894e-01	1.936977e-02	2.491522e-03	1.162168e-02	21	
3.371679e-02	2.139445e-02	5.612478e-02	2.140819e-02	2.417898e-02	29	
2.123041e-01	1.417106e-01	6.289370e-01	2.876233e-01	9.540589e-03	13	
6.198983e-01	3.532860e-01	5.887760e-01	1.769322e-01	1.140036e-02	13	
9.089708e-01	8.237908e-01	6.072920e-01	3.627125e-01	7.350215e-03	11	
1.490933e-01	4.556314e-02	8.636161e-01	5.380479e-01	1.079467e-02	18	
2.204980e-01	4.150608e-02	8.099050e-01	3.029429e-01	1.539320e-02	21	
4.923600e-01	3.817084e-01	4.944296e-01	9.456281e-02	1.057250e-02	12	
1.999788e-01	6.024206e-02	8.910774e-01	5.380242e-01	1.375240e-02	14	
2.666036e-01	2.338168e-01	8.942470e-03	2.777156e-03	1.334179e-02	12	
1.390816e-01	1.086244e-01	1.454438e-01	5.204968e-02	1.794971e-02	24	
9.101715e-04	5.892213e-04	4.627136e-01	7.376842e-02	1.409135e-02	16	
4.746719e-01	2.475882e-01	5.349714e-01	1.596616e-02	8.753770e-03	4	
6.866961e-01	5.080104e-01	6.658758e-01	3.584001e-01	5.941785e-03	8	
4.058497e-01	2.931232e-01	3.340671e-01	7.465720e-02	7.986595e-03	9	
2.293225e-01	7.624020e-02	7.312563e-01	5.769930e-02	1.199473e-02	9	
3.359717e-03	3.300981e-03	3.218193e-01	3.507827e-02	6.596699e-03	6	
7.158571e-01	1.857367e-01	9.880133e-01	8.460667e-01	5.255509e-03	9	
2.799552e-01	5.614429e-02	8.197560e-01	2.793297e-01	3.227705e-03	6	
1.901026e-01	9.810888e-02	3.301478e-01	0.000000e+00	1.484830e-03	0	
9.553724e-02	1.906619e-02	9.034185e-01	6.130924e-01	1.419621e-03	4	
1.537379e-02	9.638826e-03	2.736513e-01	0.000000e+00	1.592086e-03	0	
5.421509e-01	3.559934e-01	4.517624e-01	7.425980e-03	2.326254e-03	2	
1.241338e-01	3.440914e-02	9.699627e-01	8.633597e-01	1.828780e-03	3	
1.040968e-01	3.848621e-02	7.233506e-01	9.871858e-02	3.321731e-03	6	
2.648935e-01	2.120362e-01	7.242026e-02	2.023921e-02	1.867323e-03	3	
5.843221e-01	4.936341e-01	3.287588e-01	8.691878e-02	2.254039e-03	1	
3.786045e-01	1.814436e-01	5.968000e-01	1.573460e-01	4.661990e-03	7	
9.649513e-02	5.766200e-02	3.028348e-01	2.772307e-02	7.270728e-03	6	
3.473605e-02	5.114917e-03	9.770236e-01	8.457236e-01	5.817346e-03	6	
8.271603e-01	6.185640e-01	6.737215e-01	3.020008e-01	2.475891e-03	6	
4.506866e-01	2.400554e-01	9.100944e-01	7.144463e-01	3.176413e-03	3	
1.245989e-01	6.786667e-02	5.362306e-01	3.277337e-02	2.668792e-03	3	
1.079100e-01	2.846649e-02	7.538408e-01	1.141517e-01	1.751173e-03	1	
6.692765e-01	5.032754e-01	9.559894e-01	9.120251e-01	2.187599e-03	7	
9.973336e-01	9.938609e-01	8.451492e-01	7.044812e-01	2.133092e-03	6	
9.371077e-01	8.930488e-01	8.722499e-01	7.129252e-01	2.095533e-03	8	
9.967310e-01	9.950294e-01	8.545213e-01	7.105067e-01	2.189527e-03	7	
9.686099e-01	9.554095e-01	7.905103e-01	6.716091e-01	2.205556e-03	5	
9.686099e-01	9.554095e-01	7.905103e-01	6.716091e-01	2.205556e-03	5	
9.941486e-01	9.731984e-01	9.257020e-01	6.993868e-01	2.284532e-03	6	
9.941486e-01	9.731984e-01	9.257020e-01	6.993868e-01	2.284532e-03	6	
9.980865e-01	9.962181e-01	8.696027e-01	6.134446e-01	2.383004e-03	7	
9.980865e-01	9.962181e-01	8.696027e-01	6.134446e-01	2.383004e-03	7	
9.920958e-01	9.697833e-01	9.248313e-01	7.181459e-01	2.414172e-03	6	
9.998621e-01	9.998589e-01	8.137947e-01	7.506683e-01	2.305852e-03	7	
9.998621e-01	9.998589e-01	8.137947e-01	7.506683e-01	2.305852e-03	7	
9.998621e-01	9.998589e-01	8.137947e-01	7.506683e-01	2.305852e-03	7	
9.998621e-01	9.998589e-01	8.137947e-01	7.506683e-01	2.305852e-03	7	
9.998621e-01	9.998589e-01	8.137947e-01	7.506683e-01	2.305852e-03	7	
9.998621e-01	9.998589e-01	8.137947e-01	7.506683e-01	2.305852e-03	7	
9.796792e-01	9.707573e-01	8.474024e-01	8.474922e-01	2.272202e-03	8	
9.535244e-01	8.212500e-01	9.485837e-01	7.970223e-01	2.450044e-03	7	
9.535244e-01	8.212500e-01	9.485837e-01	7.970223e-01	2.450044e-03	7	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.925082e-01	9.625343e-01	9.502697e-01	7.263956e-01	2.447757e-03	6	
9.106953e-01	7.955678e-01	9.075379e-01	8.174458e-01	2.365171e-03	7	
9.504964e-01	8.929523e-01	9.107005e-01	8.084576e-01	2.321487e-03	8	
9.737206e-01	9.296635e-01	9.458670e-01	8.080426e-01	2.276551e-03	7	
9.737206e-01	9.296635e-01	9.458670e-01	8.080426e-01	2.276551e-03	7	
9.609463e-01	8.990991e-01	9.563443e-01	7.784118e-01	2.200983e-03	6	
9.922828e-01	9.841692e-01	8.476487e-01	7.035917e-01	2.169925e-03	7	
9.922828e-01	9.841692e-01	8.476487e-01	7.035917e-01	2.169925e-03	7	
9.922828e-01	9.841692e-01	8.476487e-01	7.035917e-01	2.169925e-03	7	
9.997373e-01	9.995756e-01	7.109567e-01	5.878506e-01	2.274972e-03	5	
9.997373e-01	9.995756e-01	7.109567e-01	5.878506e-01	2.274972e-03	5	
9.997373e-01	9.995756e-01	7.109567e-01	5.878506e-01	2.274972e-03	5	
9.442348e-01	9.090508e-01	8.230724e-01	7.376019e-01	2.351846e-03	5	
9.677833e-01	9.383116e-01	9.006580e-01	7.547015e-01	2.364280e-03	7	
9.677833e-01	9.383116e-01	9.006580e-01	7.547015e-01	2.364280e-03	7	
9.608291e-01	8.780332e-01	9.434483e-01	7.579164e-01	2.285943e-03	6	
9.494207e-01	7.866934e-01	9.254518e-01	7.491152e-01	2.152515e-03	5	
9.590442e-01	8.874604e-01	8.642959e-01	6.387448e-01	1.996554e-03	6	
9.635760e-01	7.980638e-01	9.681886e-01	8.529816e-01	2.063755e-03	7	
9.387905e-01	7.902785e-01	8.258911e-01	5.912940e-01	2.008069e-03	4	
8.741163e-01	7.060131e-01	7.547482e-01	6.028362e-01	1.873786e-03	5	
5.623195e-01	2.620998e-01	6.379988e-01	3.517370e-02	2.559465e-03	2	
1.027418e-01	3.639315e-02	7.230219e-01	3.314640e-01	1.881414e-03	5	
4.641036e-01	4.541429e-01	6.328754e-02	1.058532e-02	1.940139e-03	1	
2.171853e-01	5.512409e-02	8.589599e-01	0.000000e+00	8.762555e-04	0	
4.040242e-01	3.311524e-01	1.337575e-01	8.304129e-02	9.886303e-04	1	
1.224500e-01	4.576694e-02	7.196796e-01	2.295064e-01	9.411570e-04	2	
3.034868e-01	1.176791e-01	6.126444e-01	1.503146e-04	8.653122e-04	1	
4.314329e-01	3.254222e-01	2.143633e-01	2.322877e-07	8.410261e-04	1	
1.521826e-02	1.835072e-02	1.462009e-01	3.752489e-03	1.201295e-03	1	
3.048268e-02	1.271552e-02	2.909330e-01	1.887712e-02	2.085799e-03	3	
1.816667e-01	1.653290e-01	1.343015e-01	6.663301e-03	2.648664e-03	3	
1.897890e-01	1.807567e-01	7.508673e-03	1.907146e-02	1.908083e-03	5	
2.603470e-02	1.238714e-02	7.216425e-01	4.035852e-01	1.859230e-03	3	
7.551446e-03	2.086963e-03	5.023463e-01	1.038377e-01	2.075239e-03	2	
2.989735e-01	1.002958e-01	7.142223e-01	6.669534e-02	2.521429e-03	1	
9.843222e-01	9.579271e-01	2.013256e-01	0.000000e+00	1.919848e-03	0	
6.627011e-01	3.548256e-01	9.820372e-01	9.497398e-01	1.999206e-03	4	
1.639017e-01	1.051826e-01	4.931620e-01	3.318500e-01	2.080247e-03	5	
7.603509e-03	5.035820e-03	3.864381e-01	5.063283e-02	2.332063e-03	3	
1.149852e-01	6.273421e-02	2.530731e-01	2.896735e-02	1.630260e-03	4	
1.411471e-01	8.939764e-02	6.840116e-01	5.690423e-01	1.283902e-03	2	
9.115779e-01	7.495049e-01	8.534765e-01	5.496112e-01	2.061774e-03	2	
6.115467e-02	6.182787e-02	1.391231e-01	1.702244e-03	1.808820e-03	1	
7.779506e-01	7.583333e-01	7.409994e-01	5.548474e-01	1.817088e-03	2	
3.107682e-01	8.403006e-02	7.905699e-01	3.858169e-02	2.263316e-03	2	
1.727361e-02	4.658575e-03	7.042606e-01	4.376383e-02	2.252280e-03	2	
1.966695e-01	1.797991e-01	6.045467e-02	1.931771e-03	2.354833e-03	1	
8.561536e-01	8.138254e-01	2.229540e-01	6.496157e-02	1.546074e-03	2	
2.352942e-01	1.637953e-01	5.658608e-01	1.283603e-01	1.041121e-03	3	
2.947986e-02	3.517484e-02	4.149082e-02	1.997408e-03	9.184927e-04	2	
2.210497e-01	3.510662e-02	8.935923e-01	1.473604e-01	8.321776e-04	1	
2.552088e-01	2.440318e-01	1.929686e-01	2.507474e-01	7.801572e-04	1	
3.013977e-01	1.783348e-01	6.969801e-01	2.666729e-01	7.838088e-04	4	
4.975042e-02	3.160831e-02	1.804482e-01	4.118432e-03	8.414545e-04	1	
6.285840e-01	6.686157e-02	9.527693e-01	1.673280e-01	9.727992e-04	1	
2.440052e-01	3.776993e-02	8.666997e-01	0.000000e+00	8.364011e-04	0	
3.988870e-01	1.925249e-01	4.649386e-01	5.285572e-03	1.150328e-03	1	
2.476814e-01	1.350010e-01	5.091156e-01	3.309109e-01	1.220612e-03	4	
2.269128e-01	5.248045e-02	8.845442e-01	3.921543e-01	9.463687e-04	1	
8.826464e-01	3.989795e-01	8.309381e-01	0.000000e+00	8.415233e-04	0	
1.759257e-01	5.368869e-02	7.056871e-01	1.043039e-01	8.679712e-04	2	
2.311540e-01	7.493786e-02	8.052231e-01	0.000000e+00	9.267303e-04	0	
1.763050e-02	3.019573e-04	9.845760e-01	0.000000e+00	1.219232e-03	0	
5.322769e-01	2.031638e-01	8.425726e-01	2.644454e-01	1.099534e-03	3	
4.694416e-01	6.925545e-02	8.570021e-01	0.000000e+00	1.107415e-03	0	
2.403692e-01	1.183566e-01	6.148078e-01	2.006189e-01	1.081256e-03	3	
4.888921e-02	2.036860e-02	5.218144e-01	1.817510e-02	9.612174e-04	2	
2.530707e-01	6.891656e-02	8.869620e-01	4.893364e-01	7.794761e-04	3	
1.779345e-01	4.983130e-02	6.409661e-01	0.000000e+00	1.366586e-03	0	
3.742307e-01	2.840465e-02	9.126070e-01	0.000000e+00	1.014461e-03	0	
1.699715e-01	8.471034e-04	9.962711e-01	1.553131e-03	1.229772e-03	1	
7.419657e-01	4.826460e-01	7.952430e-01	6.290048e-01	8.001192e-04	3	
1.826662e-01	6.488208e-02	6.343131e-01	0.000000e+00	8.995008e-04	0	
2.818884e-01	1.712726e-02	9.782342e-01	5.115054e-01	8.123866e-04	1	
4.144350e-02	1.202880e-02	7.114806e-01	0.000000e+00	8.558175e-04	0	
3.405463e-01	1.340461e-01	5.281880e-01	0.000000e+00	9.206097e-04	0	
1.704831e-01	5.285689e-02	8.524251e-01	4.441098e-01	1.125181e-03	4	
5.731932e-01	5.581089e-01	1.441007e-01	0.000000e+00	8.466823e-04	0	
8.767330e-02	2.703914e-02	7.662201e-01	2.791470e-01	9.892468e-04	3	
4.621220e-01	3.349764e-01	9.413957e-01	8.439511e-01	1.198102e-03	1	
4.011140e-01	1.622401e-01	5.944551e-01	2.408028e-03	8.664422e-04	1	
1.843396e-01	8.002593e-02	5.544512e-01	0.000000e+00	1.495623e-03	0	
4.867125e-02	3.764388e-02	3.305015e-01	1.253651e-02	1.526274e-03	1	
3.280531e-01	1.889275e-01	2.914385e-01	5.209209e-03	2.251068e-03	1	
3.637985e-01	5.684783e-02	9.511644e-01	2.812824e-01	2.639994e-03	5	
1.108937e-01	4.712842e-02	6.093236e-01	2.154241e-03	2.386678e-03	2	
1.988856e-01	1.520438e-01	1.316636e-01	5.431433e-03	3.965505e-03	5	
7.177264e-01	6.388411e-01	5.685068e-03	1.973897e-03	5.369914e-03	6	
3.961743e-01	1.372153e-01	7.326229e-01	2.157965e-01	5.898347e-03	7	
1.637655e-01	1.889495e-02	9.287439e-01	1.314629e-01	6.909473e-03	5	
1.543655e-01	1.062011e-01	2.567062e-01	4.317454e-03	5.310546e-03	6	
7.059970e-02	4.656999e-02	2.130500e-01	8.485849e-02	4.310965e-03	5	
1.800968e-01	8.055968e-02	4.598138e-01	1.958165e-01	3.453480e-03	7	
2.262808e-02	1.301434e-02	3.110684e-02	1.617080e-02	5.264529e-03	9	
1.793062e-01	8.673426e-02	6.350531e-01	1.386577e-01	9.189915e-03	10	
1.545354e-01	1.411525e-01	5.340748e-02	5.037912e-03	2.324480e-02	30	
4.597837e-01	1.448376e-01	9.491972e-01	7.474493e-01	2.369317e-02	32	
2.303437e-01	1.715427e-01	1.390779e-01	1.546370e-02	2.312833e-02	22	
1.337675e-01	3.160335e-02	7.736787e-01	3.620695e-01	2.189155e-02	28	
5.469454e-01	3.144659e-01	8.113792e-01	1.634277e-01	1.765425e-02	20	
2.443369e-01	7.728534e-02	7.953264e-01	2.463630e-01	1.696331e-02	18	
6.042377e-01	3.213328e-01	4.003796e-01	8.437336e-02	1.647716e-02	18	
3.730808e-02	2.154106e-02	4.440754e-01	1.034815e-01	1.494218e-02	14	
5.626721e-01	2.827906e-01	8.942171e-01	5.258594e-01	1.236001e-02	17	
1.789555e-01	7.697284e-02	5.438141e-01	2.118292e-02	5.109614e-03	6	
5.481342e-01	3.570370e-01	1.559521e-01	2.109034e-03	3.058277e-03	1	
1.279376e-01	4.707681e-02	8.160179e-01	5.425228e-01	4.861078e-03	11	
4.815589e-02	3.196299e-02	2.814974e-01	7.177252e-02	8.567942e-03	10	
1.171869e-01	2.956937e-02	6.472196e-01	1.410030e-01	8.977895e-03	13	
4.029187e-01	2.539954e-01	4.455993e-01	5.601710e-02	8.274705e-03	7	
4.824708e-01	4.640087e-01	2.871689e-01	9.044744e-02	7.886021e-03	9	
4.815367e-01	7.598885e-02	8.656048e-01	4.528213e-02	4.866967e-03	2	
1.040222e-01	5.270648e-02	3.387451e-01	2.630989e-01	5.581840e-03	14	
2.177361e-01	8.973739e-02	4.719802e-01	1.002072e-01	5.291706e-03	9	
6.312918e-01	1.295175e-01	8.995287e-01	3.173094e-01	4.720434e-03	4	
9.239204e-02	1.968607e-02	8.794507e-01	5.881132e-01	5.004261e-03	7	
7.231133e-02	3.748072e-02	8.224042e-01	7.264562e-01	5.843326e-03	12	
2.776655e-01	9.266773e-02	5.720762e-01	1.160757e-01	8.684600e-03	5	
3.427814e-01	2.319799e-01	7.263352e-02	1.570233e-02	1.078426e-02	13	
4.523156e-01	2.764731e-01	7.188926e-01	3.097639e-01	1.348663e-02	22	
4.704178e-01	2.631823e-01	7.419337e-02	1.891089e-02	1.665528e-02	19	
4.351085e-03	3.971623e-03	2.996327e-01	1.267168e-01	7.441869e-03	10	
6.186502e-02	4.169157e-02	4.813767e-01	1.626240e-01	1.171078e-02	12	
6.048940e-02	7.824144e-03	9.918726e-01	9.465927e-01	1.188852e-02	14	
4.819340e-01	2.938733e-01	6.804412e-01	1.817445e-01	1.548392e-02	27	
7.772036e-02	3.499609e-02	5.406498e-01	1.735159e-01	2.534689e-02	39	
3.095244e-01	2.103966e-01	4.140921e-01	8.983146e-02	3.512799e-02	47	
3.687550e-01	1.531648e-01	8.144888e-01	3.882218e-01	2.377848e-02	42	
4.211779e-01	1.128047e-01	8.553044e-01	1.799175e-01	4.648829e-02	44	
2.664001e-01	1.812832e-01	9.203090e-02	6.424766e-02	4.807561e-02	61	
1.702583e-01	1.984311e-01	5.171918e-01	1.008268e-01	6.350308e-02	79	
6.917732e-01	5.933556e-01	1.589097e-01	6.497537e-02	5.363245e-02	75	
2.615739e-01	2.374186e-01	4.805250e-01	1.234672e-01	6.180542e-02	86	
1.748526e-01	3.706258e-02	9.543821e-01	7.776088e-01	8.882892e-02	102	
3.369860e-01	3.266180e-01	3.783064e-02	6.018680e-03	7.415506e-02	96	
3.461366e-01	2.638518e-01	1.028822e-02	2.944253e-03	6.214169e-02	95	
9.864267e-01	9.607394e-01	3.080804e-01	1.840899e-01	9.742897e-02	113	
5.913063e-01	3.971313e-01	6.651948e-01	2.921181e-01	8.097793e-02	113	
2.895156e-01	6.850308e-02	9.622718e-01	7.731344e-01	8.871713e-02	121	
4.586612e-01	3.634842e-01	2.023884e-01	3.529190e-02	9.739254e-02	127	
2.813934e-01	1.951923e-01	1.358174e-01	2.701255e-02	7.567019e-02	119	
1.405949e-01	1.111726e-01	1.938818e-01	8.157308e-02	9.368714e-02	115	
3.334872e-01	3.264828e-01	1.602444e-01	6.647955e-02	9.240399e-02	120	
2.941491e-01	6.922034e-02	9.383935e-01	7.237298e-01	8.804322e-02	113	
3.645692e-01	2.156071e-01	6.818907e-01	2.068226e-01	8.059453e-02	125	
3.796920e-01	2.175107e-01	3.148624e-01	7.620361e-02	9.920141e-02	112	
2.337446e-01	1.731665e-01	2.705734e-01	2.169193e-01	8.826070e-02	103	
8.843057e-02	3.534060e-02	7.704509e-01	2.570094e-01	4.762040e-02	70	
2.701251e-01	1.202657e-01	6.106637e-01	2.249084e-01	6.633624e-02	86	
1.929686e-02	1.347509e-02	1.017494e-01	3.695299e-02	7.069877e-02	98	
8.315586e-02	5.327279e-02	6.077061e-02	1.071250e-02	6.531380e-02	89	
3.136023e-01	1.591080e-01	5.227553e-01	1.794860e-01	7.008270e-02	90	
6.119581e-02	4.006526e-02	1.163364e-01	6.551055e-02	7.712988e-02	99	
1.816559e-01	1.187246e-01	3.014363e-01	3.280165e-02	8.766546e-02	95	
4.476103e-01	2.039397e-01	6.834439e-01	2.334015e-01	8.642342e-02	85	
2.233906e-01	1.099436e-01	6.532806e-01	2.175613e-01	6.438419e-02	91	
9.107965e-01	7.294542e-01	7.390391e-01	2.163768e-01	7.305671e-02	99	
1.061355e-01	6.112261e-02	4.939522e-01	1.863288e-01	6.597436e-02	106	
4.467600e-01	2.228254e-01	6.432016e-01	2.932109e-01	9.127236e-02	118	
9.613242e-02	5.916294e-02	4.044474e-01	1.490165e-01	9.433753e-02	118	
4.095690e-01	1.468203e-01	8.698337e-01	4.046121e-01	8.741809e-02	108	
6.302176e-03	6.659029e-03	6.605224e-02	1.156722e-02	7.932713e-02	94	
1.096584e-01	2.735051e-02	9.410221e-01	7.530669e-01	7.028268e-02	94	
2.095697e-01	1.121553e-01	5.298714e-01	1.465158e-01	7.413710e-02	93	
2.183902e-01	9.489273e-02	8.320041e-01	6.669036e-01	8.491123e-02	96	
7.542292e-02	2.916888e-02	7.425026e-01	1.774418e-01	9.395120e-02	100	
6.343299e-01	3.116938e-01	8.210927e-01	2.277373e-01	8.369331e-02	97	
5.901494e-02	5.822316e-02	3.015119e-01	6.230915e-02	7.323815e-02	86	
1.215343e-01	8.369148e-02	3.994059e-01	1.064515e-01	6.921477e-02	89	
3.550796e-01	2.781961e-01	2.545262e-02	1.061484e-02	5.950061e-02	85	
5.274851e-01	4.759787e-01	6.134463e-03	1.429600e-03	5.757406e-02	78	
2.550169e-01	2.059032e-01	1.480246e-01	4.188699e-02	6.964946e-02	76	
8.031453e-02	3.604384e-02	6.183545e-01	3.213839e-01	5.987348e-02	78	
4.032694e-01	2.265547e-01	6.605986e-01	2.923477e-01	6.679667e-02	89	
1.038969e-01	1.024989e-01	4.065934e-02	9.806010e-03	7.737063e-02	97	
1.138496e-01	4.452031e-02	8.382531e-01	4.738530e-01	7.792858e-02	103	
9.356180e-03	8.738227e-03	5.565039e-02	1.478489e-02	1.005622e-01	125	
4.411595e-01	3.219987e-01	4.654776e-01	3.023881e-01	8.055547e-02	118	
2.810162e-01	7.995124e-02	9.501410e-01	6.905265e-01	7.956588e-02	98	
3.833848e-01	3.896842e-01	4.784375e-01	3.861469e-01	7.152185e-02	106	
3.585598e-01	8.595676e-02	9.281868e-01	5.019923e-01	9.338820e-02	112	
1.891433e-01	1.213930e-01	6.056536e-01	1.266513e-01	7.431910e-02	100	
3.135885e-01	2.903427e-01	1.749021e-02	3.240327e-03	8.893546e-02	108	
5.570040e-01	4.463468e-01	6.041648e-01	4.355013e-01	6.101344e-02	77	
1.514853e-02	1.058044e-02	2.448458e-01	8.618987e-02	4.483774e-02	58	
1.043928e-01	1.747537e-02	9.040696e-01	4.379699e-01	4.053073e-02	50	
6.402074e-01	5.134130e-01	3.217785e-01	3.681361e-02	4.755053e-02	59	
1.840313e-01	1.057896e-01	3.866796e-01	1.598287e-01	4.225698e-02	52	
1.218791e-01	4.316606e-02	8.358636e-01	4.397052e-01	2.366269e-02	27	
6.053053e-01	2.894851e-01	8.622046e-01	3.612073e-01	1.973646e-02	34	
1.043240e-01	7.613522e-02	3.508810e-01	7.505246e-02	2.379573e-02	35	
5.572988e-02	4.660518e-02	5.609241e-01	1.688879e-01	3.369942e-02	37	
8.102559e-01	5.898283e-01	4.059431e-01	9.860339e-02	2.620185e-02	29	
7.014526e-01	3.836822e-01	8.610271e-01	5.546667e-01	1.504716e-02	21	
2.093905e-01	1.865608e-01	2.764694e-02	7.877544e-03	1.506346e-02	24	
1.140937e-01	1.000040e-01	1.370103e-01	1.559018e-02	1.069368e-02	11	
4.546479e-01	1.229057e-01	8.506576e-01	2.641100e-01	1.166878e-02	10	
9.476982e-04	5.493695e-04	3.930188e-01	1.444804e-01	9.689061e-03	11	
2.183893e-01	6.694701e-02	8.591979e-01	1.232182e-01	1.346503e-02	10	
8.624613e-02	4.567381e-02	7.348378e-01	1.890046e-01	1.237759e-02	11	
1.384776e-01	1.208891e-01	1.187775e-01	2.926231e-02	1.240440e-02	16	
7.186326e-01	6.563083e-01	1.170605e-01	1.882172e-02	1.758933e-02	25	
1.533644e-01	1.611765e-01	3.098291e-01	6.816293e-02	1.947261e-02	20	
9.645789e-02	1.327534e-02	9.052223e-01	2.377056e-01	1.187225e-02	10	
2.405977e-01	2.624881e-02	9.438344e-01	3.666720e-01	6.907558e-03	5	
2.506146e-01	3.931305e-02	9.745463e-01	7.855234e-01	7.230516e-03	10	
5.660439e-01	4.480915e-01	4.024604e-01	1.259588e-01	5.937125e-03	5	
1.523964e-01	1.006017e-01	2.801343e-01	7.748820e-02	1.054153e-02	10	
9.618465e-02	3.517243e-02	6.934675e-01	4.278060e-01	1.204567e-02	14	
5.356537e-01	2.169284e-01	7.485442e-01	2.141781e-01	9.838732e-03	13	
2.179361e-01	2.041927e-01	6.305016e-02	4.944260e-03	1.723898e-02	24	
1.471623e-01	1.395722e-01	4.285579e-01	1.292360e-01	1.261343e-02	30	
4.206916e-01	8.610837e-02	9.668843e-01	8.088679e-01	7.767465e-03	8	
2.562065e-01	2.201360e-01	2.693557e-01	3.841007e-02	6.482250e-03	12	
8.297097e-02	4.901092e-02	9.633484e-02	1.021778e-02	6.094854e-03	9	
3.176961e-01	1.161225e-01	8.863771e-01	6.328622e-01	1.224028e-02	15	
3.418697e-02	9.057226e-03	7.250708e-01	4.530970e-01	5.012657e-03	7	
6.306264e-01	1.874390e-01	9.703711e-01	6.822739e-01	6.098536e-03	5	
1.075704e-01	5.989295e-02	3.813046e-01	3.031296e-01	9.253343e-03	12	
6.872145e-02	6.621006e-02	1.046954e-01	5.814499e-03	6.162088e-03	10	
6.219756e-01	4.070447e-01	5.056288e-01	7.696174e-02	5.981520e-03	6	
3.665914e-02	3.168980e-02	1.222379e-02	7.679823e-04	5.951835e-03	5	
2.652336e-01	6.181242e-02	8.584047e-01	3.962379e-01	1.996354e-03	3	
2.961878e-01	2.849482e-02	9.226825e-01	4.998974e-02	2.705950e-03	1	
3.181089e-01	8.778328e-02	8.330146e-01	4.455978e-01	2.164463e-03	6	
2.535609e-01	1.540659e-01	4.185606e-01	6.606982e-02	2.385711e-03	3	
3.121260e-01	2.130485e-01	2.356528e-01	3.764445e-02	2.475765e-03	3	
1.744590e-01	4.760185e-02	7.218545e-01	2.276567e-01	4.215528e-03	6	
9.246666e-02	4.266391e-02	5.884247e-01	2.351973e-02	2.368789e-03	1	
2.145062e-01	1.060971e-01	5.300574e-01	8.894951e-02	1.514791e-03	2	
9.945268e-01	9.844363e-01	4.793014e-01	2.459225e-02	1.218243e-03	3	
9.571499e-02	6.376254e-02	5.983794e-01	1.654784e-01	8.029409e-04	1	
2.868104e-01	8.050124e-02	6.687293e-01	0.000000e+00	9.025252e-04	0	
1.758650e-01	6.294259e-02	6.270648e-01	0.000000e+00	1.354316e-03	0	
6.892686e-04	6.775629e-04	8.179486e-02	2.597176e-02	2.264261e-03	3	
6.392987e-02	4.852378e-02	1.240640e-01	2.611836e-03	3.276196e-03	5	
1.864875e-01	9.076408e-02	5.547621e-01	1.883664e-01	3.764202e-03	2	
5.468007e-01	4.465280e-01	4.244231e-01	1.406608e-01	4.586439e-03	5	
5.318611e-01	3.615854e-01	4.024997e-01	1.007470e-01	3.803978e-03	4	
2.579895e-01	8.870156e-02	4.825193e-01	7.323339e-02	1.993292e-03	1	
5.566487e-02	4.071505e-02	2.532433e-01	8.281013e-02	1.244949e-03	2	
1.387521e-01	3.454755e-02	6.137074e-01	0.000000e+00	1.299415e-03	0	
4.013731e-01	2.897488e-01	3.548071e-01	2.709927e-02	2.098550e-03	3	
3.266619e-03	2.378427e-04	9.532061e-01	0.000000e+00	1.869954e-03	0	
9.172026e-01	3.280874e-01	9.432489e-01	0.000000e+00	1.310732e-03	0	
