h 	 pve 	 rho 	 pge 	 pi 	 n_gamma
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.979065e-01	9.462005e-01	9.975604e-01	9.574430e-01	4.710215e-03	8	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.978719e-01	9.825163e-01	9.961014e-01	9.630885e-01	4.727312e-03	9	
9.997953e-01	9.972956e-01	9.954020e-01	9.500067e-01	4.886174e-03	10	
9.997953e-01	9.972956e-01	9.954020e-01	9.500067e-01	4.886174e-03	10	
9.997953e-01	9.972956e-01	9.954020e-01	9.500067e-01	4.886174e-03	10	
9.997953e-01	9.972956e-01	9.954020e-01	9.500067e-01	4.886174e-03	10	
9.997953e-01	9.972956e-01	9.954020e-01	9.500067e-01	4.886174e-03	10	
9.997953e-01	9.972956e-01	9.954020e-01	9.500067e-01	4.886174e-03	10	
9.997953e-01	9.972956e-01	9.954020e-01	9.500067e-01	4.886174e-03	10	
9.997953e-01	9.972956e-01	9.954020e-01	9.500067e-01	4.886174e-03	10	
9.997953e-01	9.972956e-01	9.954020e-01	9.500067e-01	4.886174e-03	10	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.923622e-01	9.534428e-01	9.997085e-01	9.984367e-01	4.902343e-03	11	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
9.977203e-01	9.853696e-01	9.937116e-01	9.771234e-01	4.857649e-03	12	
